Brand,Model,Model_Description,Price,Engine_Size
Land Rover,Defender,90 D300 X,1761600.0,
Mercedes-Benz,GLE400d,4Matic,1761993.0,
Land Rover,Defender,90 D300 75 Years / 75th Limited Edition,1762600.0,
Mercedes-Benz,GLE450,4Matic AMG Line,1777320.0,
BMW,X6,xDrive40i M Sport,1777850.0,
Land Rover,Range Rover Velar,P340 Dynamic HSE,1788000.0,
Porsche,Cayenne,S Coupé,1790000.0,
Land Rover,Defender,130 P400 X-Dynamic HSE,1798500.0,
Land Rover,Defender,90 P400 X,1799700.0,
Land Rover,Defender,110 D300 75 Years / 75th Limited Edition,1801600.0,
Land Rover,Defender,130 P400 First Edition,1803500.0,
Land Rover,Range Rover Velar,D300 Dynamic HSE,1809000.0,
Land Rover,Defender,110 P400e X-Dynamic SE,1811300.0,
Land Rover,Defender,90 P400 75 Years / 75th Limited Edition,1811700.0,
Jaguar,F-Pace,P400e AWD R-Dynamic SE,1815000.0,
Land Rover,Defender,110 D300 X,1826600.0,
Mercedes-Benz,GLE400d,4Matic AMG Line,1837793.0,
Land Rover,Defender,110 P400 75 Years / 75th Limited Edition,1845700.0,
Porsche,Cayenne,GTS nan,1851000.0,
Land Rover,Discovery,D300 R-Dynamic HSE,1860900.0,
Land Rover,Discovery,P360 R-Dynamic HSE,1861700.0,
Jaguar,F-Pace,P400e AWD R-Dynamic HSE,1869000.0,
Land Rover,Defender,110 P400e X-Dynamic HSE,1874300.0,
Land Rover,Defender,110 P400 X,1875700.0,
Toyota,Land Cruiser,300 3.3D ZX,1892000.0,3.3
Land Rover,Range Rover Velar,P400e Dynamic SE,1905000.0,
Porsche,Cayenne,S Coupé Platinum Edition,1912000.0,
Land Rover,Discovery,D300 Metropolitan Edition,1916900.0,
Land Rover,Discovery,P360 Metropolitan Edition,1917700.0,
Porsche,Cayenne,GTS Coupé,1922000.0,
Land Rover,Defender,130 D300 X,1924600.0,
Toyota,Land Cruiser,300 3.5T ZX,1925800.0,3.5
Alfa,Romeo Stelvio,Quadrifoglio Q4,1936900.0,
Toyota,Land Cruiser,300 3.3D GR-Sport,1941700.0,3.3
Porsche,Cayenne,e-hybrid nan,1949000.0,
Land Rover,Defender,110 P400e X,1949300.0,
Maserati,Grecale,Modena,1950000.0,
BMW,X7,xDrive40d Design Pure Excellence,1962457.0,
Land Rover,Defender,130 P400 X,1974500.0,
Toyota,Land Cruiser,300 3.5T GR-Sport,1974900.0,3.5
BMW,X5,M50d,1984573.0,
Jaguar,F-Pace SVR,,1995000.0,
BMW,X5,M50i,1995502.0,
Land Rover,Range Rover Velar,P400e Dynamic HSE,2008000.0,
Land Rover,Range Rover Sport,D350 Dynamic S,2020100.0,
Land Rover,Range Rover Sport,P400 Dynamic S,2023600.0,
BMW,X7,xDrive40d M Sport,2037457.0,
Mercedes-Benz,GLS400d,4Matic,2041243.0,
Audi,e-tron,55 quattro S line,2045000.0,
Mercedes-Benz,GLE400d Coupé,4Matic AMG Line,2064107.0,
BMW,X3,M competition,2072618.0,
Land Rover,Range Rover Sport,D350 Dynamic SE,2081000.0,
Land Rover,Range Rover Sport,P400 Dynamic SE,2084500.0,
Porsche,Cayenne,e-hybrid Platinum Edition,2089000.0,
BMW,X6,M50d,2104573.0,
Audi,e-tron Sportback,55 quattro S line,2115000.0,
BMW,X6,M50i,2115502.0,
BMW,X4,M competition,2162618.0,
Mercedes-Benz,GLS400d,4Matic AMG Line,2167343.0,
Maserati,Levante,GT,2175000.0,
Mercedes-AMG,GLE53,4Matic+,2180414.0,
Land Rover,Range Rover Sport,D350 Dynamic HSE,2208100.0,
Mercedes-AMG,GLE53 Coupé,4Matic+,2218611.0,
Jaguar,I-Pace,EV400 AWD R-Dynamic HSE,2249000.0,
BMW,iX,xDrive50,2270000.0,
Land Rover,Range Rover Sport,D350 Autobiography,2271200.0,
Mercedes-AMG,GLC63 S,Coupé 4Matic+,2290522.0,
Land Rover,Range Rover Sport,D350 First Edition,2300600.0,
BMW,X7,M60i xDrive,2316574.0,
Mercedes-Benz,GLS580,4Matic,2338552.0,
Lexus,LX,500d,2341000.0,
Lexus,LX,500d F Sport,2350200.0,
Lexus,LX,600 F Sport,2383800.0,
Lexus,LX,600,2398000.0,
Audi,e-tron S,Sportback quattro,2425000.0,
Mercedes-Benz,GLS580,4Matic AMG Line,2435652.0,
Land Rover,Defender,90 V8,2528600.0,
Maserati,Grecale,Trofeo,2550000.0,
Audi,RSQ8 quattro,,2625000.0,
Land Rover,Defender,90 V8 Carpathian Edition,2628600.0,
Porsche,Cayenne,turbo nan,2635000.0,
Land Rover,Defender,110 V8,2648600.0,
Porsche,Cayenne,turbo Coupé,2706000.0,
Land Rover,Defender,110 V8 Carpathian Edition,2749600.0,
Land Rover,Range Rover Sport,P510e Autobiography,2780600.0,
Lexus,LX,600 VIP,2787500.0,
Land Rover,Range Rover Sport,P510e First Edition,2810100.0,
Land Rover,Range Rover,D350 SE,2848600.0,
Maserati,Levante,Modena,2875000.0,
Mercedes-Benz,G400d AMG,Line,2893333.0,
BMW,X5,M competition,2928994.0,
Land Rover,Range Rover,D350 HSE,2966600.0,
Land Rover,Range Rover,D350 SE L 7 seats,2967600.0,
BMW,X6,M competition,3028842.0,
Land Rover,Range Rover Sport,P530 First Edition,3042500.0,
Land Rover,Range Rover,P530 HSE,3148600.0,
Porsche,Cayenne,turbo S e-hybrid,3277000.0,
Mercedes-AMG,GLE63 S,4Matic+,3337137.0,
Porsche,Cayenne,turbo S e-hybrid Coupé,3358000.0,
BMW,XM,,3400000.0,
Mercedes-AMG,GLS63,4Matic+,3401662.0,
Mercedes-AMG,GLE63 S,Coupé 4Matic+,3405844.0,
Land Rover,Range Rover,D350 Autobiography,3428600.0,
Porsche,Cayenne,turbo GT,3500000.0,
Land Rover,Range Rover,D350 Autobiography L,3513600.0,
Land Rover,Range Rover,D350 Autobiography L 7 seats,3544600.0,
Land Rover,Range Rover,D350 First Edition,3556600.0,
Mercedes-AMG,G63,,3561868.0,
Land Rover,Range Rover,P530 Autobiography,3610600.0,
Land Rover,Range Rover,P510e Autobiography,3637300.0,
Land Rover,Range Rover,D350 First Edition L,3640600.0,
Mercedes-Maybach,GLS600,,3652592.0,
Land Rover,Range Rover,P510e First Edition,3693300.0,
Land Rover,Range Rover,P530 Autobiography L,3695600.0,
Land Rover,Range Rover,P530 First Edition,3719600.0,
Land Rover,Range Rover,P530 Autobiography L 7 seats,3726600.0,
Land Rover,Range Rover,P530 First Edition L,3804600.0,
Land Rover,Range Rover,D350 SV,3992600.0,
Land Rover,Range Rover,P530 SV,4069600.0,
Land Rover,Range Rover,P510e SV,4085300.0,
Maserati,Levante,Trofeo,4250000.0,
Lamborghini,Urus,S,4395000.0,
Land Rover,Range Rover,D350 SV L,4426600.0,
Bentley,Bentayga,V8,4480000.0,
Land Rover,Range Rover,P530 SV L,4504600.0,
Lamborghini,Urus,Performante,4795000.0,
Bentley,Bentayga S,S,5310000.0,
Bentley,Bentayga Azure,Azure,5390000.0,
Bentley,Bentayga EWB,Azure,5770000.0,
Bentley,Bentayga Speed,Speed,5820000.0,
Nissan,NP200,1.6i safety pack,212500.0,1.6
Nissan,NP200,1.6i safety pack (aircon),230900.0,1.6
GWM,Steed,5 2.2MPi Single Cab Workhorse,233950.0,2.2
Mahindra,Pik Up,2.2CRDe Single Cab S4,263999.0,2.2
GWM,Steed,5 2.0VGT Single Cab S,299950.0,2.0
Mahindra,Pik Up,2.2CRDe Single Cab 4x4 S4,302999.0,2.2
GWM,Steed,5 2.0VGT Single Cab S 4WD,330950.0,2.0
Mahindra,Pik Up,2.2CRDe Single Cab S6,331999.0,2.2
Toyota,Hilux,2.0 Single Cab S,336100.0,2.0
Isuzu,D-Max Gen,6 250c Single Cab,340000.0,
Nissan,Navara,2.5 Single Cab XE,344900.0,2.5
GWM,Steed,5 2.0VGT Single Cab SX 4WD,344950.0,2.0
JAC,T6,2.0VVT Double Cab Lux,354900.0,2.0
JAC,T6,2.8TDi Double Cab Lux,369900.0,2.8
Mahindra,Pik Up,2.2CRDe Single Cab 4x4 S6,370999.0,2.2
GWM,Steed,5 2.0VGT Double Cab SX,374950.0,2.0
Nissan,Navara,2.5DDTi Single Cab XE,387200.0,2.5
Isuzu,D-Max Gen,6 250 Single Cab Fleetside safety,394100.0,
GWM,P-Series,2.0TD Single Cab SX,404950.0,2.0
GWM,Steed,5 2.0VGT Double Cab SX 4WD,406950.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab S6 Karoo,410999.0,2.2
Isuzu,D-Max,1.9TD Single Cab,411800.0,1.9
Mitsubishi,Triton,2.4DI-D Single Cab GL,419995.0,2.4
Mahindra,Pik Up,2.2CRDe Double Cab S10,420999.0,2.2
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S6,428999.0,2.2
Isuzu,D-Max,1.9TD Single Cab L,431600.0,1.9
Toyota,Hilux,2.7 Single Cab S,433100.0,2.7
GWM,P-Series,2.0TD Single Cab DLX,434950.0,2.0
GWM,P-Series,2.0TD Double Cab SX,435950.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab S10 Karoo,440999.0,2.2
Mahindra,Pik Up,2.2CRDe Double Cab S6 Karoo auto,441999.0,2.2
Isuzu,D-Max,1.9TD Extended cab,444500.0,1.9
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S6 Karoo,449999.0,2.2
Isuzu,D-Max,1.9TD Single Cab L auto,450200.0,1.9
Mahindra,Pik Up,2.2CRDe Double Cab S11,455999.0,2.2
Isuzu,D-Max,1.9TD Extended cab L,459800.0,1.9
GWM,P-Series,2.0TD Single Cab SX 4x4,459950.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S10,459999.0,2.2
GWM,P-Series,2.0TD Double Cab DLX,463950.0,2.0
Ford,Ranger,2.0 SiT Single Cab XL,464200.0,2.0
Nissan,Navara,2.5DDTi Single Cab SE,466700.0,2.5
Toyota,Hilux,2.4GD-6 Single Cab SR,469200.0,2.4
Ford,Ranger,2.0 SiT Single Cab XL auto,477800.0,2.0
GWM,P-Series,2.0TD Double Cab SX auto,477950.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S10 Karoo,479999.0,2.2
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S6 Karoo auto,480999.0,2.2
Ford,Ranger,2.0 SiT SuperCab XL,485400.0,2.0
Ford,Ranger,2.0 SiT Double Cab,486000.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab S11 Karoo,486999.0,2.2
GWM,P-Series,2.0TD Double Cab SX 4x4,487950.0,2.0
GWM,P-Series,2.0TD Single Cab DLX 4x4,489950.0,2.0
Toyota,Hilux,2.7 Double Cab S,493600.0,2.7
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S11,494999.0,2.2
Nissan,Navara,2.5DDTi Single Cab LE,504900.0,2.5
GWM,P-Series,2.0TD Double Cab DLX auto,504950.0,2.0
Mitsubishi,Triton,2.4DI-D Double Cab GL,504990.0,2.4
Toyota,Hilux,2.4GD-6 Single Cab Raider,506900.0,2.4
Isuzu,D-Max,1.9TD Double Cab L,511400.0,1.9
Isuzu,D-Max,1.9TD Extended cab LS auto,513700.0,1.9
Nissan,Navara,2.5DDTi Double Cab SE,514500.0,2.5
GWM,P-Series,2.0TD Double Cab DLX 4x4,514950.0,2.0
GWM,P-Series,2.0TD Double Cab LS,515950.0,2.0
Isuzu,D-Max Gen,6 250 Double Cab Hi-Ride auto,517700.0,
Toyota,Hilux,2.4GD-6 Xtra Cab Raider,521500.0,2.4
Isuzu,D-Max,1.9TD Single Cab L 4x4,523900.0,1.9
GWM,P-Series,2.0TD Double Cab SX 4x4 auto,524950.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S11 Karoo,525999.0,2.2
Toyota,Hilux,2.4GD-6 Single Cab Raider auto,527600.0,2.4
Ford,Ranger,2.0 SiT Double Cab 4x4,528600.0,2.0
Isuzu,D-Max,1.9TD Double Cab L auto,530100.0,1.9
Ford,Ranger,2.0 SiT Single Cab XL 4x4,531300.0,2.0
Toyota,Hilux,2.4GD-6 Double Cab SR,534400.0,2.4
Isuzu,D-Max,1.9TD Double Cab LS,538900.0,1.9
Toyota,Hilux,2.4GD-6 Single Cab 4x4 SR,540000.0,2.4
Nissan,Navara,2.5DDTi Single Cab SE 4x4,541200.0,2.5
Toyota,Hilux,2.4GD-6 Xtra Cab Raider auto,542100.0,2.4
Nissan,Navara,2.5DDTi Double Cab SE auto,542900.0,2.5
Ford,Ranger,2.0 SiT Double Cab XL auto,544400.0,2.0
Ford,Ranger,2.0 SiT Single Cab XL 4x4 auto,545000.0,2.0
Ford,Ranger,2.0 SiT SuperCab XLT,547100.0,2.0
GWM,P-Series,2.0TD Double Cab DLX 4x4 auto,551950.0,2.0
Isuzu,D-Max,1.9TD Double Cab LS auto,556000.0,1.9
Nissan,Navara,2.5DDTi Double Cab SE Plus,556500.0,2.5
Volkswagen,Transporter,2.0TDI 81kW Double Cab,562300.0,2.0
GWM,P-Series,2.0TD Double Cab LS 4x4,565950.0,2.0
Toyota,Hilux,2.4GD-6 Double Cab Raider,567600.0,2.4
Nissan,Navara,2.5DDTi Double Cab SE Plus auto,578900.0,2.5
Nissan,Navara,2.5DDTi Single Cab LE 4x4,582900.0,2.5
Toyota,Hilux,2.4GD-6 Single Cab 4x4 Raider,583200.0,2.4
Toyota,Hilux,2.4GD-6 Double Cab Raider auto,585500.0,2.4
Ford,Ranger,2.0 SiT Double Cab XLT,592700.0,2.0
Isuzu,D-Max,1.9TD Double Cab L 4x4,595300.0,1.9
Peugeot,Landtrek,1.9TD Double Cab Allure,599900.0,1.9
Mitsubishi,Triton,2.4DI-D Double Cab,599990.0,2.4
Toyota,Hilux,2.8GD-6 Single Cab Raider auto,602400.0,2.8
Toyota,Hilux,2.4GD-6 Single Cab 4x4 Raider auto,605700.0,2.4
Ford,Ranger,2.0 SiT Double Cab XL 4x4,607300.0,2.0
Isuzu,D-Max,3.0TD Extended cab LSE,610000.0,3.0
Toyota,Hilux,2.8GD-6 Xtra Cab Legend,611000.0,2.8
Toyota,Hilux,2.4GD-6 Double Cab 4x4 SR,615300.0,2.4
Mitsubishi,Triton,2.4DI-D Double Cab auto,619990.0,2.4
Ford,Ranger,2.0 SiT Double Cab XL 4x4 auto,621900.0,2.0
Mahindra,Pik Up,2.2CRDe Double Cab 4x4 S11 Karoo Dusk,624999.0,2.2
Mazda,BT-50,1.9TD Double Cab Active,630400.0,1.9
Nissan,Navara,2.5DDTi Double Cab SE Plus 4x4,636500.0,2.5
Toyota,Hilux,2.8GD-6 Xtra Cab Legend auto,638800.0,2.8
GWM,P-Series,2.0TD Double Cab LT 4x4,640950.0,2.0
Isuzu,D-Max,1.9TD Double Cab LS 4x4,650100.0,1.9
Toyota,Hilux,2.4GD-6 Double Cab 4x4 Raider,655100.0,2.4
Nissan,Navara,2.5DDTi Double Cab LE auto,661500.0,2.5
Mazda,BT-50,1.9TD Double Cab Active auto,667500.0,1.9
Ford,Ranger,2.0 SiT Double Cab XLT 4x4,669800.0,2.0
Toyota,Hilux,2.8GD-6 Single Cab 4x4 Raider auto,675000.0,2.8
Mitsubishi,Triton,2.4DI-D Double Cab 4x4,679990.0,2.4
Toyota,Hilux,2.4GD-6 Double Cab 4x4 Raider auto,683800.0,2.4
Isuzu,D-Max,3.0TD Extended cab LSE 4x4,687100.0,3.0
Ford,Ranger,2.0 BiTurbo SuperCab XLT 4x4,688900.0,2.0
Mitsubishi,Triton,2.4DI-D Double Cab Xtreme,688990.0,2.4
Peugeot,Landtrek,1.9TD 4Action Double Cab 4x4,689900.0,1.9
Toyota,Hilux,2.8GD-6 Xtra Cab 4x4 Legend,691100.0,2.8
Isuzu,D-Max,3.0TD Double Cab LS 4x4,696400.0,3.0
Mitsubishi,Triton,2.4DI-D Double Cab 4x4 auto,699990.0,2.4
Ford,Ranger,2.0 BiTurbo Double Cab XLT,702300.0,2.0
Toyota,Land Cruiser,79 4.0 V6 Single Cab,706200.0,4.0
Toyota,Hilux,2.8GD-6 Double Cab Raider auto,709000.0,2.8
Volkswagen,Transporter,2.0BiTDI 146kW Double Cab 4Motion,713000.0,2.0
Isuzu,D-Max,3.0TD Double Cab LS 4x4 auto,714700.0,3.0
Toyota,Hilux,2.8GD-6 Xtra Cab 4x4 Legend auto,719400.0,2.8
Nissan,Navara,2.5DDTi Double Cab LE 4x4,722900.0,2.5
Isuzu,D-Max,3.0TD Double Cab LSE,734400.0,3.0
Mitsubishi,Triton,2.4DI-D Double Cab 4x4 Heritage,739990.0,2.4
Nissan,Navara,2.5DDTi Double Cab LE 4x4 auto,740500.0,2.5
Toyota,Land Cruiser,79 4.2D Single Cab,750900.0,4.2
Nissan,Navara,2.5DDTi Double Cab PRO-2X,756500.0,2.5
Toyota,Hilux,2.8GD-6 Double Cab Legend,757200.0,2.8
Mitsubishi,Triton,2.4DI-D Double Cab 4x4 Xtreme,768990.0,2.4
Ford,Ranger,2.0 BiTurbo SuperCab Wildtrak 4x4,772800.0,2.0
Ford,Ranger,2.0 BiTurbo Double Cab Wildtrak,778300.0,2.0
Isuzu,D-Max,3.0TD Double Cab V-Cross,779200.0,3.0
Ford,Ranger,2.0 BiTurbo Double Cab XLT 4x4,782100.0,2.0
Mazda,BT-50,3.0TD Double Cab Dynamic,782400.0,3.0
Isuzu,D-Max,3.0TD Double Cab LSE 4x4,790400.0,3.0
Toyota,Hilux,2.8GD-6 Double Cab 4x4 Raider auto,792600.0,2.8
Volkswagen,Amarok,2.0BiTDI Double Cab Highline 4Motion,794200.0,2.0
Volkswagen,Amarok,2.0BiTDI Double Cab Highline,799700.0,2.0
Toyota,Land Cruiser,79 4.0 V6 Double Cab,801000.0,4.0
Toyota,Hilux,2.8GD-6 Double Cab Legend auto,802300.0,2.8
Nissan,Navara,2.5DDTi Double Cab PRO-4X 4x4,812900.0,2.5
Toyota,Hilux,2.8GD-6 Double Cab 4x4 Legend,813900.0,2.8
Mazda,BT-50,3.0TD Double Cab 4x4 Individual,818400.0,3.0
Isuzu,D-Max,3.0TD Double Cab V-Cross 4x4,835100.0,3.0
Toyota,Land Cruiser,79 4.2D Double Cab,839500.0,4.2
Toyota,Hilux,4.0 V6 Double Cab 4x4 Legend,849200.0,4.0
Toyota,Hilux,2.8GD-6 Double Cab 4x4 Legend auto,849600.0,2.8
Toyota,Land Cruiser,79 4.5D-4D Single Cab LX V8,858500.0,4.5
Volkswagen,Amarok,2.0BiTDI Double Cab Highline 4Motion auto,863900.0,2.0
Ford,Ranger,2.0 BiTurbo Double Cab Wildtrak 4x4,867700.0,2.0
Toyota,Hilux,2.8GD-6 Double Cab 4x4 GR-Sport,891400.0,2.8
Toyota,Hilux,2.8GD-6 Double Cab Legend RS auto,895000.0,2.8
Toyota,Hilux,2.8GD-6 Double Cab 4x4 Legend RS,909600.0,2.8
Toyota,Land Cruiser,79 4.5D-4D LX V8 Double Cab,941200.0,4.5
Toyota,Hilux,2.8GD-6 Double Cab 4x4 Legend RS auto,945400.0,2.8
Ford,Ranger,3.0 V6 Double Cab Wildtrak 4WD,953500.0,3.0
Volkswagen,Amarok,3.0 V6 TDI Double Cab Highline 4Motion,1025100.0,3.0
Ford,Ranger,3.0 V6 EcoBoost Double Cab Raptor 4WD,1094900.0,3.0
Volkswagen,Amarok,3.0 V6 TDI Double Cab Extreme 4Motion,1118200.0,3.0
Suzuki,S-Presso,1.0 GL,162900.0,1.0
Suzuki,S-Presso,1.0 GL+,169900.0,1.0
Suzuki,Celerio,1.0 GA,178900.0,1.0
Renault,Kwid,1.0 Life,180999.0,1.0
Suzuki,S-Presso,1.0 S-Edition,185900.0,1.0
Renault,Kwid,1.0 Zen,190999.0,1.0
Suzuki,DZire,1.2 GA,193900.0,1.2
Suzuki,Swift,1.2 GA,194900.0,1.2
Suzuki,Celerio,1.0 GL,198900.0,1.0
Hyundai,Atos,1.1 Motion,199900.0,1.1
Toyota,Agya,1.0,200000.0,1.0
Renault,Kwid,1.0 Climber,201999.0,1.0
Kia,Picanto,1.0 Start,209995.0,1.0
Suzuki,DZire,1.2 GL,211900.0,1.2
Suzuki,Swift,1.2 GL,212900.0,1.2
Hyundai,Grand,i10 1.0 Motion,214900.0,1.0
Kia,Picanto,1.0 Street,223995.0,1.0
Honda,Amaze,1.2 Trend,231200.0,1.2
Suzuki,Baleno,1.5 GL,231900.0,1.5
Suzuki,Swift,1.2 GLX,232900.0,1.2
Kia,Picanto,1.2 Street,232995.0,1.2
Toyota,Starlet,1.5 Xi,233000.0,1.5
Kia,Picanto,1.0 Style,233995.0,1.0
Kia,Picanto,1.2 Style,242995.0,1.2
Toyota,Starlet,1.5 XS,246300.0,1.5
Hyundai,Grand,i10 1.0 Fluid,246900.0,1.0
Volkswagen,Polo Vivo,1.4 Trendline,247300.0,1.4
Honda,Amaze,1.2 Comfort,247800.0,1.2
Kia,Pegas,1.4 LX,254995.0,1.4
Suzuki,Ciaz,1.5 GL,256900.0,1.5
Kia,Picanto,1.2 X-Line,259995.0,1.2
Hyundai,Grand,i10 1.2 Fluid,261900.0,1.2
Kia,Pegas,1.4 EX,265995.0,1.4
Volkswagen,Polo Vivo,1.4 Comfortline,266900.0,1.4
Suzuki,Baleno,1.5 GLX,281900.0,1.5
Nissan,Almera,1.5 Acenta,291900.0,1.5
Toyota,Starlet,1.5 XR,294900.0,1.5
Volkswagen,Polo Vivo,1.6 Highline,296000.0,1.6
Suzuki,Ciaz,1.5 GLX,296900.0,1.5
Kia,Rio,1.2 LS,299995.0,1.2
Mazda,Mazda2,1.5 Active,302300.0,1.5
Hyundai,i20,1.2 Motion,304900.0,1.2
Citroën,C3,1.2 Feel,305900.0,1.2
Toyota,Corolla Quest,1.8 Plus,307400.0,1.8
Renault,Clio,1.0 Turbo Life,309999.0,1.0
Kia,Rio,1.4 LS,313995.0,1.4
Hyundai,i20,1.2 Fluid,319900.0,1.2
Renault,Clio,1.0 Turbo Zen,324999.0,1.0
Opel,Corsa,1.2,325900.0,1.2
Fiat,Tipo Sedan,1.4,327900.0,1.4
Kia,Rio,1.4 LX,328995.0,1.4
Peugeot,208,1.2 Active,329900.0,1.2
Mazda,Mazda2,1.5 Dynamic,330200.0,1.5
Volkswagen,Polo Sedan,1.6,332400.0,1.6
Volkswagen,Polo Vivo,1.0TSI GT,332800.0,1.0
Volkswagen,Polo Hatch,1.0TSI 70kW,334400.0,1.0
Kia,Rio,1.4 EX,341995.0,1.4
Toyota,Corolla Quest,1.8 Prestige,348400.0,1.8
Opel,Corsa,1.2T Edition,356900.0,1.2
Mazda,Mazda2,1.5 Individual,358700.0,1.5
Volkswagen,Polo Sedan,1.6 Life,360900.0,1.6
Hyundai,i20,1.0T Fluid,362900.0,1.0
Renault,Clio,1.0 Turbo Intens,364999.0,1.0
Kia,Rio,1.4 Tec,366995.0,1.4
Toyota,Corolla Quest,1.8 Exclusive,367500.0,1.8
Volkswagen,Polo Hatch,1.0TSI 70kW Life,375400.0,1.0
Peugeot,208,1.2T Allure,379900.0,1.2
Fiat,Tipo Hatch,1.4 City Life,390900.0,1.4
Suzuki,Swift,1.4T Sport,392900.0,1.4
Fiat,Tipo Sedan,1.4 City Life,404900.0,1.4
Abarth,500,595 turismo 1.4T,409900.0,1.4
Mazda,Mazda3 Hatch,1.5 Active,421900.0,1.5
Fiat,Tipo Hatch,1.4 Life,430900.0,1.4
Mazda,Mazda3 Hatch,1.5 Dynamic,438600.0,1.5
Abarth,500,595 competizione 1.4T,491900.0,1.4
Mazda,Mazda3 Hatch,1.5 Individual,494000.0,1.5
Abarth,500,595 Monster Energy Yamaha Cabriolet,509900.0,
Toyota,GR86,,712100.0,
Toyota,GR Yaris,1.6T GR-Four Rally,791900.0,1.6
Subaru,WRX,2.4T,799000.0,2.4
Honda,Civic Type,R,857500.0,
Ford,Mustang,5.0 Mach 1 Fastback,1210000.0,5.0
BMW,M2,Coupé ,1513689.0,
Porsche,718 Cayman,GTS 4.0,1549000.0,4.0
Porsche,718 Boxster,GTS 4.0,1589000.0,4.0
Porsche,718 Spyder,Spyder,1839000.0,
Porsche,718 Cayman,GT4,1919000.0,
Porsche,911,Carrera T,2080000.0,
Porsche,911,Carrera GTS Coupé,2449000.0,
Porsche,911,Carrera GTS Cabriolet,2679000.0,
Porsche,911,GT3,3349000.0,
Porsche,911 Sport,Classic,5169000.0,
Suzuki,S-Presso,1.0 GL,176900.0,1.0
Suzuki,S-Presso,1.0 GL+,183900.0,1.0
Suzuki,S-Presso,1.0 S-Edition,199900.0,1.0
Renault,Kwid,1.0 Zen,200999.0,1.0
Hyundai,Atos,1.1 Motion,209900.0,1.1
Renault,Kwid,1.0 Climber,211999.0,1.0
Suzuki,Celerio,1.0 GL,213900.0,1.0
Toyota,Agya,1.0,215600.0,1.0
Kia,Picanto,1.0 Start,223995.0,1.0
Suzuki,DZire,1.2 GL,226900.0,1.2
Suzuki,Swift,1.2 GL,227900.0,1.2
Kia,Picanto,1.0 Street,237995.0,1.0
Hyundai,Grand,i10 1.0 Motion,242900.0,1.0
Kia,Picanto,1.2 Street,246995.0,1.2
Kia,Picanto,1.0 Style,247995.0,1.0
Suzuki,Swift,1.2 GLX,248900.0,1.2
Fiat,500 TwinAir,Cult,249900.0,
Suzuki,Baleno,1.5 GL,251900.0,1.5
Kia,Picanto,1.2 Style,256995.0,1.2
Honda,Amaze,1.2 Comfort,266800.0,1.2
Toyota,Starlet,1.5 XS,268900.0,1.5
Suzuki,Ciaz,1.5 GL,273900.0,1.5
Kia,Picanto,1.2 X-Line,273995.0,1.2
Kia,Pegas,1.4 EX,280995.0,1.4
Fiat,500 TwinAir,Club,289900.0,
Hyundai,Grand,i10 1.2 Fluid,291900.0,1.2
Volkswagen,Polo Vivo,1.6 Comfortline,296600.0,1.6
Suzuki,Baleno,1.5 GLX,301900.0,1.5
Nissan,Almera,1.5 Acenta,310000.0,1.5
Suzuki,Ciaz,1.5 GLX,311900.0,1.5
Toyota,Starlet,1.5 XR,313300.0,1.5
Fiat,500 TwinAir,Dolcevita,322900.0,
Toyota,Corolla Quest,1.8 Plus,329000.0,1.8
Kia,Rio,1.4 LS,330995.0,1.4
Hyundai,i20,1.4 Motion,336900.0,1.4
Kia,Rio,1.4 LX,345995.0,1.4
Honda,Fit,1.5 Comfort,347500.0,1.5
Mazda,Mazda2,1.5 Dynamic,349100.0,1.5
Kia,Rio,1.4 EX,358995.0,1.4
Fiat,500,500C TwinAir Dolcevita,359900.0,
Toyota,Corolla Quest,1.8 Prestige,360600.0,1.8
Honda,Ballade,1.5 Comfort,374000.0,1.5
Citroën,C3,1.2T Shine,374900.0,1.2
Mazda,Mazda2,1.5 Individual,379500.0,1.5
Toyota,Corolla Quest,1.8 Exclusive,379600.0,1.8
Volkswagen,Polo Sedan,1.6 Life,381700.0,1.6
Kia,Rio,1.4 Tec,383995.0,1.4
Honda,Fit,1.5 Elegance,391000.0,1.5
Hyundai,i20,1.0T Fluid,394900.0,1.0
Volkswagen,Polo Hatch,1.0TSI 85kW Life,397500.0,1.0
Mazda,Mazda2,1.5 Hazumi,407400.0,1.5
Honda,Ballade,1.5 Elegance,407700.0,1.5
Suzuki,Swift,1.4T Sport,415900.0,1.4
Peugeot,208,1.2T Allure,419900.0,1.2
Honda,Fit,1.5 Executive,423500.0,1.5
Hyundai,i20,1.0T N Line,428900.0,1.0
Opel,Corsa,1.2T Elegance,436900.0,1.2
Honda,Ballade,1.5 RS,440900.0,1.5
Volkswagen,Polo hatch,1.0TSI 85kW R-Line,445500.0,1.0
Fiat,Tipo Hatch,1.6 City Life,451900.0,1.6
Mazda,Mazda3 Hatch,1.5 Dynamic,453300.0,1.5
